name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.agent_ledger\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{agent_ledger_admin_mutate,agent_ledger_unified_select}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""agent_ledger"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_agent_ledger_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.agent_ledger\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{agent_ledger_admin_mutate,agent_ledger_unified_select}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""agent_ledger"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_agent_ledger_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.agent_ledger\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{agent_ledger_admin_mutate,agent_ledger_unified_select}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""agent_ledger"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_agent_ledger_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.agent_ledger\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{agent_ledger_admin_mutate,agent_ledger_unified_select}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""agent_ledger"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_agent_ledger_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.agents\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{agents_admin_mutate,agents_unified_select}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""agents"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_agents_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.agents\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{agents_admin_mutate,agents_unified_select}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""agents"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_agents_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.agents\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{agents_admin_mutate,agents_unified_select}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""agents"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_agents_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.agents\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{agents_admin_mutate,agents_unified_select}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""agents"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_agents_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.announcements\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{announcements_admin_mutate,announcements_select_public}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""announcements"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_announcements_anon_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.announcements\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{announcements_admin_mutate,announcements_select_public}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""announcements"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_announcements_authenticated_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.announcements\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{announcements_admin_mutate,announcements_select_public}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""announcements"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_announcements_authenticator_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.announcements\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{announcements_admin_mutate,announcements_select_public}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""announcements"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_announcements_dashboard_user_SELECT
multiple_permissive_policies,Multiple Permissive Policies,WARN,EXTERNAL,"[""PERFORMANCE""]",Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query.,"Table \`public.checkin_tokens\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{tokens_admin_mutate,tokens_select_public}\`",https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies,"{""name"":""checkin_tokens"",""type"":""table"",""schema"":""public""}",multiple_permissive_policies_public_checkin_tokens_anon_SELECT
